"ItemId","Name","Spell","Source","Area","Map","Quests","Verdict"
"56140","Goblin Pump Controller","77585","client","0","0","25878","already-gated"
"56222","Runes of Return","77819","client","0","0","433","already-gated"
"57954","Harvest Watcher Heart","79436","client","0","0","26257","already-gated"
"58200","Techno-Grenade","79751","client","0","0","26333","already-gated"
"58203","Paintinator","79781","client","0","0","26342","already-gated"
"62057","Teleport Beacon","86264","client","0","0","27671","already-gated"
"65898","Billy Goat Blaster DX","86425","client","0","0","","already-gated"
"62397","Billy Goat Blaster","86425","client","0","0","27776","already-gated"
"62794","Licensed Proton Accelerator Cannon","87996","client","0","0","27943","already-gated"
"62819","Ruumbo's Honey Stick","88254","client","0","0","27989","already-gated"
"62899","Enchanted Imp Sack","88354","client","0","0","28000","already-gated"
"62829","Magnetized Scrap Collector","88434","client","0","0","27992 28692","already-gated"
"63031","Claw of Tichondrius","88697","client","0","0","28113","already-gated"
"63086","Antidote Vial","88882","client","0","0","28145","already-gated"
"63150","Shovel","89089","client","0","0","28189","already-gated"
"67249","Viewpoint Equalizer","93773","client","0","0","28868","already-gated"
"3710","Rod of Helcular","1538","client","0","0","553","auto-quest-gate"
"737","Holy Spring Water","3591","client","0","0","48 573","auto-quest-gate"
"4472","Scroll of Myzrael","4141","client","0","0","656 26049 26912","auto-quest-gate"
"4529","Enchanted Agate","4239","client","0","0","695","auto-quest-gate"
"4702","Prospector's Pick","4954","client","0","0","746 14436","auto-quest-gate"
"5185","Crystal Phial","4976","client","0","0","921 28729","auto-quest-gate"
"5415","Thunderhorn Cleansing Totem","4977","client","0","0","758 24456","auto-quest-gate"
"5416","Wildmane Cleansing Totem","4978","client","0","0","760 24524","auto-quest-gate"
"4823","Water of the Seers","4981","client","0","0","772","auto-quest-gate"
"4640","Sign of the Earth","4982","client","0","0","717 732 782 793","auto-quest-gate"
"5021","Explosive Stick of Gann","5140","client","0","0","849","auto-quest-gate"
"5059","Digging Claw","5166","client","0","0","868","auto-quest-gate"
"5165","Sunscale Feather","5316","client","0","0","905","auto-quest-gate"
"5338","Ancient Moonstone Seal","6234","client","0","0","956 957","auto-quest-gate"
"5456","Divining Scroll","6310","client","0","0","1016","auto-quest-gate"
"5619","Jade Phial","6609","client","0","0","929","auto-quest-gate"
"5621","Tourmaline Phial","6610","client","0","0","933","auto-quest-gate"
"5623","Amethyst Phial","6611","client","0","0","934","auto-quest-gate"
"5638","Toxic Fogger","6620","client","0","0","1086","auto-quest-gate"
"5695","NG-5 Explosives (Blue)","6626","client","0","0","1079","auto-quest-gate"
"5692","Remote Detonator (Red)","6627","client","0","0","1079","auto-quest-gate"
"5694","NG-5 Explosives (Red)","6630","client","0","0","1079","auto-quest-gate"
"5693","Remote Detonator (Blue)","6656","client","0","0","1079","auto-quest-gate"
"5687","Gatekeeper's Key","6658","client","0","0","1089","auto-quest-gate"
"5810","Fresh Carcass","6717","client","0","0","1136","auto-quest-gate"
"8526","Violet Tragan","6727","client","0","0","2641","auto-quest-gate"
"5867","Etched Phial","6803","client","0","0","1195","auto-quest-gate"
"5868","Filled Etched Phial","6805","client","0","0","1195 1196 1197","auto-quest-gate"
"6928","Bloodstone Choker","7728","client","0","0","1689","auto-quest-gate"
"8683","Clara's Fresh Apple","7737","client","0","0","2746","auto-quest-gate"
"6436","Burning Gem","7914","client","0","0","1435","auto-quest-gate"
"6145","Clarice's Pendant","8001","client","0","0","264","auto-quest-gate"
"6783","Dead-Tooth's Key","8517","client","0","0","1667","auto-quest-gate"
"6913","Heartswood Core","8674","client","0","0","1739","auto-quest-gate"
"6999","Tome of the Cabal","8712","client","0","0","1795","auto-quest-gate"
"6997","Tattered Manuscript","8712","client","0","0","1802 1803","auto-quest-gate"
"6931","Moldy Tome","8712","client","0","0","1802 1803","auto-quest-gate"
"7131","Dragonmaw Shinbone","8856","client","0","0","1846","auto-quest-gate"
"7208","Tazan's Key","8917","client","0","0","1858","auto-quest-gate"
"7207","Jennea's Flask","8919","client","0","0","1861","auto-quest-gate"
"7269","Deino's Flask","9052","client","0","0","1944","auto-quest-gate"
"7273","Witherbark Totem Stick","9055","client","0","0","1948","auto-quest-gate"
"6284","Runes of Summoning","9221","client","0","0","1471","auto-quest-gate"
"7464","Glyphs of Summoning","9222","client","0","0","1504","auto-quest-gate"
"6286","Pure Hearts","9223","client","0","0","1474","auto-quest-gate"
"6626","Dogran's Pendant","9224","client","0","0","1513","auto-quest-gate"
"7586","Tharnariun's Hope","9437","client","0","0","2118","auto-quest-gate"
"7768","Empty Red Waterskin","9583","client","0","0","1536","auto-quest-gate"
"7767","Empty Blue Waterskin","9584","client","0","0","1534","auto-quest-gate"
"7766","Empty Brown Waterskin","9586","client","0","0","1535","auto-quest-gate"
"8155","Sathrah's Sacrifice","10459","client","0","0","2520","auto-quest-gate"
"9263","Troyas' Stave","11537","client","0","0","2879","auto-quest-gate"
"9323","Gadrin's Parchment","11548","client","0","0","2937","auto-quest-gate"
"8584","Untapped Dowsing Widget","11758","client","0","0","992","auto-quest-gate"
"9472","Hexx's Key","11792","client","0","0","2994","auto-quest-gate"
"9530","Horn of Hatetalon","11840","client","0","0","3062 25340 25654","auto-quest-gate"
"10327","Horn of Echeyakee","12189","client","0","0","881","auto-quest-gate"
"10338","Fresh Zhevra Carcass","12199","client","0","0","882","auto-quest-gate"
"10445","Drawing Kit","12304","client","0","0","3449 3461","auto-quest-gate"
"10622","Kadrak's Flag","12684","client","0","0","3514","auto-quest-gate"
"11020","Evergreen Pouch","13399","client","0","0","3785 3786 3791","auto-quest-gate"
"11132","Unused Scraping Vial","13630","client","0","0","3883","auto-quest-gate"
"11147","Samophlange Manual Cover","13714","client","0","0","3924 14006","auto-quest-gate"
"11169","Book of Aquor","13978","client","0","0","4005","auto-quest-gate"
"30756","Illidari-Bane Shard","14097","client","0","0","10621","auto-quest-gate"
"10792","Nixx's Pledge of Secrecy","14209","client","0","0","3638","auto-quest-gate"
"10794","Oglethorpe's Pledge of Secrecy","14210","client","0","0","3642","auto-quest-gate"
"10793","Overspark's Pledge of Secrecy","14227","client","0","0","3640","auto-quest-gate"
"11412","Nagmara's Vial","14929","client","0","0","4201","auto-quest-gate"
"11569","Preserved Threshadon Meat","15118","client","0","0","24733","auto-quest-gate"
"11570","Preserved Pheromone Mixture","15119","client","0","0","24733","auto-quest-gate"
"11682","Eridan's Vial","15491","client","0","0","4441","auto-quest-gate"
"11833","Gorishi Queen Lure","15627","client","0","0","4507","auto-quest-gate"
"12566","Hardened Flasket","15649","client","0","0","4505","auto-quest-gate"
"12287","Collectronic Module","15958","client","0","0","4735","auto-quest-gate"
"12286","Eggscilloscope Prototype","16028","client","0","0","4734","auto-quest-gate"
"12346","Empty Cleansing Bowl","16073","client","0","0","4763","auto-quest-gate"
"12350","Empty Sampling Tube","16077","client","0","0","4762","auto-quest-gate"
"12646","Infus Emerald","16628","client","0","0","4963","auto-quest-gate"
"12722","Good Luck Other-Half-Charm","16781","client","0","0","5051","auto-quest-gate"
"12733","Sacred Frostsaber Meat","16796","client","0","0","5056 28642","auto-quest-gate"
"12807","Scourge Banner","16989","client","0","0","5096","auto-quest-gate"
"12785","Incendia Powder","16996","client","0","0","5088","auto-quest-gate"
"12814","Flame in a Bottle","17015","client","0","0","5096","auto-quest-gate"
"12815","Beacon Torch","17016","client","0","0","5097 5098","auto-quest-gate"
"12368","Alexi's Gambit","17045","client","0","0","4771 27140","auto-quest-gate"
"12888","Pamela's Doll's Right Side","17133","client","0","0","5149 27384","auto-quest-gate"
"12887","Pamela's Doll's Left Side","17133","client","0","0","5149 27384","auto-quest-gate"
"12906","Purified Moonwell Water","17155","client","0","0","5159 5165 28126","auto-quest-gate"
"12942","Panther Cage Key","17176","client","0","0","5151","auto-quest-gate"
"13180","Stratholme Holy Water","17291","client","0","0","5243 7642 9556 27352","auto-quest-gate"
"13289","Egan's Blaster","17368","client","0","0","5282","auto-quest-gate"
"64376","Gormir's Pick","17474","client","0","0","28481","auto-quest-gate"
"12891","Jaron's Pick","17474","client","0","0","5245","auto-quest-gate"
"13892","Kodo Kombobulator","18153","client","0","0","5561","auto-quest-gate"
"40600","Bone Gryphon","18277","client","0","0","12815","auto-quest-gate"
"14338","Empty Water Tube","18397","client","0","0","4812","auto-quest-gate"
"14523","Demon Pick","18559","client","0","0","5381","auto-quest-gate"
"14644","Skeleton Key Mold","18711","client","0","0","5801 5802","auto-quest-gate"
"14547","Hand of Iruxos","18762","client","0","0","5581 14374","auto-quest-gate"
"15002","Nimboya's Pike","18887","client","0","0","2932","auto-quest-gate"
"15208","Cenarion Moondust","18974","client","0","0","6001","auto-quest-gate"
"15209","Relic Bundle","18987","client","0","0","5721 27390","auto-quest-gate"
"15454","Mortar and Pestle","19029","client","0","0","6022 27451","auto-quest-gate"
"15710","Cenarion Lunardust","19138","client","0","0","6002","auto-quest-gate"
"15766","Gem of the Serpent","19470","client","0","0","6027","auto-quest-gate"
"15844","Empty Cliffspring Falls Sampler","19564","client","0","0","6122","auto-quest-gate"
"15842","Empty Dreadmist Peak Sampler","19565","client","0","0","6127","auto-quest-gate"
"15848","Crate of Ghost Magnets","19588","client","0","0","6134","auto-quest-gate"
"15875","Rotten Apple","19690","client","0","0","6146","auto-quest-gate"
"15877","Shrine Bauble","19719","client","0","0","28 29","auto-quest-gate"
"15883","Half Pendant of Aquatic Agility","19720","client","0","0","30 272","auto-quest-gate"
"16787","Amulet of Draconic Subversion","19937","client","0","0","6570","auto-quest-gate"
"40917","Lord-Commander's Nullifier","20211","client","0","0","12852","auto-quest-gate"
"16208","Enchanted Gaea Seeds","20269","client","0","0","6381","auto-quest-gate"
"15042","Empty Termite Jar","20274","client","0","0","5901 5903","auto-quest-gate"
"16333","Samuel's Remains","20364","client","0","0","6395","auto-quest-gate"
"16603","Enchanted Resonite Crystal","20513","client","0","0","6481","auto-quest-gate"
"16972","Senani's Banner","20737","client","0","0","6621","auto-quest-gate"
"16991","Triage Bandage","20804","client","0","0","6622 6624","auto-quest-gate"
"16974","Empty Water Vial","20814","client","0","0","5247","auto-quest-gate"
"17117","Rat Catcher's Flute","21050","client","0","0","6661","auto-quest-gate"
"17310","Aspect of Neptulon","21332","client","0","0","6804","auto-quest-gate"
"17693","Coated Cerulean Vial","21884","client","0","0","7029 7041","auto-quest-gate"
"18152","Amethyst Phial","22562","client","0","0","7383","auto-quest-gate"
"18539","Reliquary of Purity","22949","client","0","0","5526 27103","auto-quest-gate"
"18626","Fel Fire","23054","client","0","0","7603","auto-quest-gate"
"18688","Imp in a Jar","23180","client","0","0","7629","auto-quest-gate"
"18752","Exorcism Censer","23208","client","0","0","7640","auto-quest-gate"
"18749","Charger's Lost Soul","23254","client","0","0","7647","auto-quest-gate"
"19036","Final Message to the Wildhammer","23514","client","0","0","7843","auto-quest-gate"
"19850","Uther's Tribute","24194","client","0","0","8149","auto-quest-gate"
"19851","Grom's Tribute","24195","client","0","0","8150","auto-quest-gate"
"19883","Sacred Cord","24245","client","0","0","8201","auto-quest-gate"
"19821","Punctured Voodoo Doll","24279","client","0","0","8192","auto-quest-gate"
"19816","Punctured Voodoo Doll","24280","client","0","0","8187","auto-quest-gate"
"19814","Punctured Voodoo Doll","24281","client","0","0","8186","auto-quest-gate"
"19818","Punctured Voodoo Doll","24282","client","0","0","8189","auto-quest-gate"
"19820","Punctured Voodoo Doll","24284","client","0","0","8191","auto-quest-gate"
"19815","Punctured Voodoo Doll","24285","client","0","0","8185","auto-quest-gate"
"19817","Punctured Voodoo Doll","24288","client","0","0","8188","auto-quest-gate"
"19813","Punctured Voodoo Doll","24289","client","0","0","8184","auto-quest-gate"
"19819","Punctured Voodoo Doll","24290","client","0","0","8190","auto-quest-gate"
"20387","Forsaken Stink Bomb Cluster","24706","client","0","0","1657","auto-quest-gate"
"20604","Stink Bomb Cleaner","24973","client","0","0","8373","auto-quest-gate"
"21112","Magical Book Binding","25719","client","0","0","8620","auto-quest-gate"
"21136","Arcanite Buoy","25783","client","0","0","8729","auto-quest-gate"
"21144","Demon Summoning Torch","25793","client","0","0","8481","auto-quest-gate"
"21984","Left Piece of Lord Valthalak's Amulet","27146","client","0","0","8966 8967 8968 8969 8970","auto-quest-gate"
"22048","Lord Valthalak's Amulet","27360","client","0","0","8989 8990 8991 8992 8994 8995","auto-quest-gate"
"21946","Ectoplasmic Distiller","27433","client","0","0","8924","auto-quest-gate"
"22115","Extra-Dimensional Ghost Revealer","27616","client","0","0","8929 8930 8977 8978","auto-quest-gate"
"22046","Right Piece of Lord Valthalak's Amulet","27738","client","0","0","8989 8990 8991 8992","auto-quest-gate"
"32646","Medallion of Karabor","28226","client","0","0","11052","auto-quest-gate"
"22675","Bundle of Medallions","28226","client","0","0","9174","auto-quest-gate"
"22693","Infused Crystal","28247","client","0","0","8490","auto-quest-gate"
"22755","Blazing Torch","28451","client","0","0","9193","auto-quest-gate"
"21143","Unsigned Field Duty Papers","28745","client","0","0","8507 8731","auto-quest-gate"
"23191","Crystal Controlling Orb","29049","client","0","0","9169","auto-quest-gate"
"23358","Signaling Gem","29279","client","0","0","9370","auto-quest-gate"
"23480","Lit Torch","29384","client","0","0","9391","auto-quest-gate"
"22796","Apothecary's Poison","29517","client","0","0","9275","auto-quest-gate"
"23566","Azure Phial","29542","client","0","0","9403","auto-quest-gate"
"23669","Ancestral Spirit Wolf Totem","29731","client","0","0","9410","auto-quest-gate"
"23580","Avruu's Orb","29764","client","0","0","9418","auto-quest-gate"
"31300","Ironroot Seeds","29773","client","0","0","10771","auto-quest-gate"
"23788","Tree Seedlings","29773","client","0","0","9526 26446","auto-quest-gate"
"23659","Fel-Tainted Morsels","29917","client","0","0","9440","auto-quest-gate"
"23675","Robotron Control Unit","30009","client","0","0","9433","auto-quest-gate"
"23732","Voidstone","30208","client","0","0","9619","auto-quest-gate"
"23682","Ritual Torch","30212","client","0","0","9467","auto-quest-gate"
"23749","Empty Bota Bag","30226","client","0","0","9504","auto-quest-gate"
"23735","Grand Warlock's Amulet","30230","client","0","0","9494 29649 29650","auto-quest-gate"
"23751","Skin of Purest Water","30408","client","0","0","9508","auto-quest-gate"
"23818","Stillpine Furbolg Language Primer","30419","client","0","0","9538","auto-quest-gate"
"23875","Crystal Mining Pick","30611","client","0","0","9581","auto-quest-gate"
"23876","Crystal Mining Pick","30612","client","0","0","9584","auto-quest-gate"
"23877","Crystal Mining Pick","30617","client","0","0","9585","auto-quest-gate"
"23925","Ravager Cage Key","30767","client","0","0","9582","auto-quest-gate"
"23934","Medivh's Journal","31114","client","0","0","9645","auto-quest-gate"
"24221","Bundle of Dragon Bones","31268","client","0","0","9689","auto-quest-gate"
"24318","Water Sample Flask","31549","client","0","0","9748","auto-quest-gate"
"24337","Deactivating Jewel","31614","client","0","0","8889","auto-quest-gate"
"41776","Shadow Vault Decree","31696","client","0","0","12943","auto-quest-gate"
"24470","Murloc Cage","31949","client","0","0","9816","auto-quest-gate"
"24498","Feralfen Totem","32037","client","0","0","9847","auto-quest-gate"
"24428","Ahuurn's Elixir","32038","client","0","0","9803","auto-quest-gate"
"25490","Boulderfist Key","32249","client","0","0","9923","auto-quest-gate"
"25509","Northwind Cleft Key","32255","client","0","0","9924","auto-quest-gate"
"25648","Cho'war's Key","32384","client","0","0","9955","auto-quest-gate"
"30479","Wicked Strong Fetish","32580","client","0","0","10544","auto-quest-gate"
"25817","Blessed Vial","32633","client","0","0","10021","auto-quest-gate"
"25889","Draenei Holy Water","32834","client","0","0","10047","auto-quest-gate"
"28048","Crude Explosives","33670","client","0","0","10137 10155","auto-quest-gate"
"28047","Nekrogg's Key","33715","client","0","0","10137 10155","auto-quest-gate"
"28209","Old Whitebark's Pendant","33980","client","0","0","10166","auto-quest-gate"
"28336","Belmara's Tome","34140","client","0","0","10305","auto-quest-gate"
"28351","Dathric's Blade","34141","client","0","0","10182","auto-quest-gate"
"28352","Luminrath's Mantle","34142","client","0","0","10306","auto-quest-gate"
"28353","Cohlien's Cap","34144","client","0","0","10307","auto-quest-gate"
"28455","Archmage Vargoth's Staff","34372","client","0","0","10174 10188 10192 10209 10301","auto-quest-gate"
"28651","Unyielding Battle Horn","34622","client","0","0","10250","auto-quest-gate"
"28786","Apex's Crystal Focus","34717","client","0","0","10256","auto-quest-gate"
"28962","Triangulation Device","34830","client","0","0","10269","auto-quest-gate"
"29018","Triangulation Device","34857","client","0","0","10275","auto-quest-gate"
"29027","Unstable Warp Rift Generator","34888","client","0","0","10278","auto-quest-gate"
"29101","Challenge of the Blue Flight","34895","client","0","0","10274","auto-quest-gate"
"29206","Inquisitor's Crest - Bottom Half","34990","client","0","0","10173","auto-quest-gate"
"29205","Inquisitor's Crest - Top Half","34990","client","0","0","10173","auto-quest-gate"
"29207","Conjuring Powder","34992","client","0","0","10173","auto-quest-gate"
"29226","Warp Rift Generator","35036","client","0","0","10295","auto-quest-gate"
"30353","Bloodmaul Brutebane Keg","35129","client","0","0","10512 10545","auto-quest-gate"
"29737","Navuud's Concoction","35685","client","0","0","10411","auto-quest-gate"
"29803","Diagnostic Device","35755","client","0","0","10424","auto-quest-gate"
"29912","The Final Code","35936","client","0","0","10446 10447","auto-quest-gate"
"29952","Rina's Bough","36030","client","0","0","10457","auto-quest-gate"
"30094","Totem of Spirits","36107","client","0","0","10458 10480 10481","auto-quest-gate"
"30416","Bladespire Clan Banner","36532","client","0","0","10518","auto-quest-gate"
"30481","Fiery Soul Fragment","36587","client","0","0","10525","auto-quest-gate"
"30530","Fistful of Feathers","36904","client","0","0","10556","auto-quest-gate"
"30616","Bundle of Bloodthistle","37062","client","0","0","10570","auto-quest-gate"
"30618","Trachela's Carcass","37065","client","0","0","10035 10036","auto-quest-gate"
"30638","Box o' Tricks","37097","client","0","0","10563 10596","auto-quest-gate"
"30561","Vekh'nir Crystal","37172","client","0","0","10565","auto-quest-gate"
"30657","The Cipher of Damnation","37236","client","0","0","10588","auto-quest-gate"
"30672","Elemental Displacer","37285","client","0","0","10585 10602","auto-quest-gate"
"30701","Oscillating Frequency Scanners","37390","client","0","0","10594","auto-quest-gate"
"30704","Ruuan'ok Claw","37426","client","0","0","10567","auto-quest-gate"
"30803","Felhound Whistle","37690","client","0","0","10629","auto-quest-gate"
"30818","Repolarized Magneto Sphere","37830","client","0","0","10657","auto-quest-gate"
"30850","Freshly Drawn Blood","37898","client","0","0","10641","auto-quest-gate"
"30852","Multi-Spectrum Light Trap","37899","client","0","0","10674","auto-quest-gate"
"30853","Imbued Silver Spear","37904","client","0","0","10669","auto-quest-gate"
"30854","Book of Fel Names","37906","client","0","0","10651 10692","auto-quest-gate"
"31108","Kor'kron Flare Gun","38119","client","0","0","10750 10769","auto-quest-gate"
"31124","Nether-Weather Vane","38170","client","0","0","10712","auto-quest-gate"
"30688","Deathforge Key","38214","client","0","0","10586 10603","auto-quest-gate"
"31310","Wildhammer Flare Gun","38249","client","0","0","10772 10776","auto-quest-gate"
"31316","Lianthe's Key","38273","client","0","0","10778","auto-quest-gate"
"31344","Ceremonial Incense","38336","client","0","0","10791","auto-quest-gate"
"31347","Bleeding Hollow Torch","38345","client","0","0","10792","auto-quest-gate"
"31350","Huffer's Whistle","38362","client","0","0","10721","auto-quest-gate"
"31373","Rocknail Flayer Giblets","38453","client","0","0","10804","auto-quest-gate"
"31141","Kodohide Drum","38544","client","0","0","10720","auto-quest-gate"
"31524","Square of Imbued Netherweave","38614","client","0","0","10831","auto-quest-gate"
"31606","Demoniac Scryer","38707","client","0","0","10838","auto-quest-gate"
"31663","Spirit Calling Totems","38780","client","0","0","10853","auto-quest-gate"
"31668","Orb Collecting Totem","38862","client","0","0","10859","auto-quest-gate"
"31742","Nether-Wraith Beacon","39105","client","0","0","10832","auto-quest-gate"
"31754","Grisly Totem","39161","client","0","0","10723 10802","auto-quest-gate"
"31144","Spirit's Whistle","39163","client","0","0","10724","auto-quest-gate"
"31772","Anchorite Relic","39183","client","0","0","10909","auto-quest-gate"
"31809","Evergrove Wand","39226","client","0","0","10912","auto-quest-gate"
"31811","Dread Relic","39239","client","0","0","10923 10925","auto-quest-gate"
"31815","Zeppit's Crystal","39242","client","0","0","10924","auto-quest-gate"
"31946","Ashtongue Cowl","39527","client","0","0","10946","auto-quest-gate"
"32244","Seer's Stone","39750","client","0","0","10980","auto-quest-gate"
"32315","Cenarion Sparrowhawk Whistle","39793","client","0","0","10988","auto-quest-gate"
"32657","Arthorn's Sparrowhawk Whistle","40889","client","0","0","10990 10991 10992","auto-quest-gate"
"32741","Shabby Arakkoa Disguise","41181","client","0","0","11029","auto-quest-gate"
"32834","Nether Ray Cage","41423","client","0","0","11093","auto-quest-gate"
"33050","Grimtotem Note","42301","client","0","0","11144 11201 27293 27309 27426","auto-quest-gate"
"33070","Raptor Bait","42338","client","0","0","11147 27243","auto-quest-gate"
"33082","Wreath","42390","client","0","0","11152 27291","auto-quest-gate"
"33098","Petrov's Cluster Bombs","42406","client","0","0","11153","auto-quest-gate"
"33091","Energized Totem","42418","client","0","0","11159 27410","auto-quest-gate"
"33095","Stonemaul Banner","42425","client","0","0","11162 27411","auto-quest-gate"
"33101","Captured Totem","42452","client","0","0","11169 27336","auto-quest-gate"
"33113","Witchbane Torch","42521","client","0","0","11183 27190","auto-quest-gate"
"33166","Pagle's Fish Paste, Extra Strength","42644","client","0","0","11209 27220","auto-quest-gate"
"33221","Plaguehound Cage","42769","client","0","0","11227","auto-quest-gate"
"33637","Incense Burner","42786","client","0","0","11343","auto-quest-gate"
"33311","Westguard Command Insignia","43042","client","0","0","11248 11250","auto-quest-gate"
"33340","Winterhoof Emblem","43102","client","0","0","11256 11261","auto-quest-gate"
"33441","Tillinghast's Plagued Meat","43172","client","0","0","11280","auto-quest-gate"
"33352","Tough Ram Meat","43214","client","0","0","11284","auto-quest-gate"
"33486","Plaguehound Leash","43232","client","0","0","11253","auto-quest-gate"
"33618","Worg Disguise","43369","client","0","0","11323 11324 11325 11326","auto-quest-gate"
"33613","Abomination Assembly Kit","43392","client","0","0","11310","auto-quest-gate"
"33774","Incense Burner","43466","client","0","0","11344","auto-quest-gate"
"33780","Book of Runes - Chapter 3","43490","client","0","0","11346 11350","auto-quest-gate"
"33779","Book of Runes - Chapter 2","43490","client","0","0","11346 11350","auto-quest-gate"
"33778","Book of Runes - Chapter 1","43490","client","0","0","11346 11350","auto-quest-gate"
"33819","Rune Sample","43692","client","0","0","11358 11366","auto-quest-gate"
"33837","Cooking Pot","43718","client","0","0","11377","auto-quest-gate"
"33851","Cooking Pot","43724","client","0","0","11381","auto-quest-gate"
"34013","Fresh Barbfish Bait","43955","client","0","0","11410","auto-quest-gate"
"34026","Feathered Charm","43969","client","0","0","11418","auto-quest-gate"
"34078","Icehammer's Harpoon Controller","44002","client","0","0","11436","auto-quest-gate"
"34051","Alliance Banner","44117","client","0","0","11429","auto-quest-gate"
"34248","Bash'ir Phasing Device","44856","client","0","0","11513 11514","auto-quest-gate"
"34253","Sizzling Embers","44879","client","0","0","11516","auto-quest-gate"
"34420","Captured Legion Scroll","45038","client","0","0","11526","auto-quest-gate"
"34620","King Mrgl-Mrgl's Spare Suit","45278","client","0","0","11566","auto-quest-gate"
"34688","Beryl Prison Key","45441","client","0","0","11587","auto-quest-gate"
"34710","Seaforium Depth Charge Bundle","45503","client","0","0","11608","auto-quest-gate"
"34691","Arcane Binder","45611","client","0","0","11590","auto-quest-gate"
"34844","Horn of the Ancient Mariner","45703","client","0","0","11661","auto-quest-gate"
"34954","Torp's Kodo Snaffle","45875","client","0","0","11690","auto-quest-gate"
"34962","Gurgleboggle's Key","45932","client","0","0","11695","auto-quest-gate"
"34961","Burblegobble's Key","45933","client","0","0","11695","auto-quest-gate"
"34968","The Horn of Elemental Fury","45942","client","0","0","11706","auto-quest-gate"
"34971","Warsong Flare Gun","45958","client","0","0","11711","auto-quest-gate"
"34978","Pollinated Bloodspore Flower","45995","client","0","0","11719","auto-quest-gate"
"34981","Shake-n-Quake 5000 Control Unit","46017","client","0","0","11723","auto-quest-gate"
"35125","Oculus of the Exorcist","46078","client","0","0","11794","auto-quest-gate"
"35237","Orb of the Crawler","46337","client","0","0","11891","auto-quest-gate"
"35272","Jenny's Whistle","46338","client","0","0","11881","auto-quest-gate"
"35281","Windsoul Totem","46379","client","0","0","11893","auto-quest-gate"
"35288","Uncured Caribou Hide","46387","client","0","0","11894","auto-quest-gate"
"35479","Interdimensional Refabricator","46547","client","0","0","11905","auto-quest-gate"
"34833","Unlit Torches","46747","client","0","0","11657 11923 11924 11925","auto-quest-gate"
"35739","Incomplete Journal","47039","client","0","0","11986 12026","auto-quest-gate"
"35746","Runic Keystone","47058","client","0","0","11993 12058","auto-quest-gate"
"36747","Surge Needle Teleporter","47097","client","0","0","12060 12061","auto-quest-gate"
"35828","Totemic Beacon","47129","client","0","0","11886 12012 29092","auto-quest-gate"
"35837","Portable Seismograph","47130","client","0","0","12014","auto-quest-gate"
"35838","Tu'u'gwar's Bait","47159","client","0","0","12017","auto-quest-gate"
"35907","Toalu'u's Spiritual Incense","47190","client","0","0","12028","auto-quest-gate"
"35908","Mack's Dark Grog","47207","client","0","0","12029 12038","auto-quest-gate"
"35941","Letter from Saurfang","47256","client","0","0","12033","auto-quest-gate"
"35944","Lurid's Bones","47276","client","0","0","11938","auto-quest-gate"
"36726","Ironbender's Mining Pick","47291","client","0","0","12039","auto-quest-gate"
"36738","Warsong Battle Standard","47304","client","0","0","12053","auto-quest-gate"
"36774","Valnok's Flare Gun","47423","client","0","0","12072","auto-quest-gate"
"36777","Horn of Kamagua","47455","client","0","0","11458","auto-quest-gate"
"36834","Charged Drakil'jin Mallet","47701","client","0","0","12121 12137","auto-quest-gate"
"36936","Golem Control Unit","47794","client","0","0","12138 12198","auto-quest-gate"
"36865","Golem Control Unit","47910","client","0","0","12153 12199","auto-quest-gate"
"36734","Xink's Shredder Control Device","47919","client","0","0","12050 12052","auto-quest-gate"
"35688","Blood of Loguhn","47970","client","0","0","11959","auto-quest-gate"
"36873","Drakkari Spirit Dust","48052","client","0","0","12152","auto-quest-gate"
"37071","Overseer Disguise Kit","48064","client","0","0","12185 12203","auto-quest-gate"
"37300","Levine Family Termites","48427","client","0","0","12240","auto-quest-gate"
"37306","Verdant Torch","48481","client","0","0","12241 12248","auto-quest-gate"
"37358","Quarterflash's Mining Pick","48625","client","0","0","12272","auto-quest-gate"
"37445","Destructive Wards","48711","client","0","0","12261","auto-quest-gate"
"37459","Quarterflash's Homing Bot","48731","client","0","0","12276","auto-quest-gate"
"37465","Wintergarde Mine Bomb","48741","client","0","0","12277","auto-quest-gate"
"37570","Murkweed Elixir","48810","client","0","0","12291","auto-quest-gate"
"37568","Renewing Tourniquet","48812","client","0","0","12288","auto-quest-gate"
"37881","Skytalon Molts","49566","client","0","0","12456","auto-quest-gate"
"40970","Onslaught Gryphon Reins","49642","client","0","0","12814","auto-quest-gate"
"37933","Zelig's Scrying Orb","49817","client","0","0","12478","auto-quest-gate"
"37923","Hourglass of Eternity","49890","client","0","0","12470","auto-quest-gate"
"34124","Trained Rock Falcon","50019","client","0","0","11470","auto-quest-gate"
"38149","Scourged Troll Mummy","50032","client","0","0","12484","auto-quest-gate"
"38083","Dull Carving Knife","50141","client","0","0","11989","auto-quest-gate"
"34032","Harpoon Control Mechanism","50331","client","0","0","11421 11426 11427","auto-quest-gate"
"36851","Golem Blueprint Section 3","50342","client","0","0","12129 12165","auto-quest-gate"
"36850","Golem Blueprint Section 2","50342","client","0","0","12129 12165","auto-quest-gate"
"36849","Golem Blueprint Section 1","50342","client","0","0","12129 12165","auto-quest-gate"
"38323","Water Elemental Link","50427","client","0","0","12510","auto-quest-gate"
"38324","Tether to the Plane of Water","50632","client","0","0","12510","auto-quest-gate"
